School Year,District Code,School Code,District Name,School Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the School,Highest Grade in the School,School Type,School Enrollment,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent English Learners,Percent School Choice Program,Percent Open Enrollment,School Achievement Score,School ELA Achievement Score,School Mathematics Achievement Score,School Growth Score,School ELA Growth Score,School Mathematics Growth Score,School Target Group Outcomes Score,School Target Group Achievement Score,School Target Group Growth Score,School Target Group Chronic Absenteeism Score,School Target Group Graduation Score,School Target Group Attendance Score,School On-Track to Graduation Score,School Chronic Absenteeism Rate Score,School Graduation Rate Score,School Attendance Rate Score,School 3rd Grade ELA Achievement Score,School 8th Grade Mathematics Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State ELA Growth Score,State Mathematics Growth Score,State Chronic Absenteeism Rate Score,State Graduation Rate Score,State Attendance Rate Score,State 3rd Grade ELA Achievement Score,State 8th Grade Mathematics Achievement Score,Test Participation ELA 2022 All Students,Test Participation Mathematics 2022 All Students,Subgroup with lowest ELA test participation rate 2022,Test Participation ELA 2022 lowest rate subgroup,Subgroup with lowest math test participation rate 2022,Test Participation Mathematics 2022 lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Target Group Outcomes Priority Area,Score weighting Ontrack Priority Area,School Percent Proficient ELA 2019,State Percent Proficient ELA 2019,School Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,School Percent Proficient ELA 2021,State Percent Proficient ELA 2021,School Percent Proficient Mathematics 2021,State Percent Proficient Mathematics 2021,School Percent Proficient ELA 2022,State Percent Proficient ELA 2022,School Percent Proficient Mathematics 2022,State Percent Proficient Mathematics 2022,Single-school district note,Open enrollment note,No Score Note,Grade Band for Comparison Schools,CESA,Locale description,City,Agency type,Charter school indicator,Chartering authority,Virtual school indicator,Report Card Type
2021-22,4088,40,Omro,Patch Elementary,AR,Alternate Rating - Satisfactory Progress,K4,1,Elementary School,204,1107,0,0.005,0.005,0.059,0,0.902,0.029,0.137,0.279,0.015,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,NA,0.386,NA,0.451,NA,,,K-5,6,Town,Omro,Public school,No,NA,No,Public - All Students
2021-22,4095,20,Onalaska,Eagle Bluff Elementary,82.3,Exceeds Expectations,K4,5,Elementary School,476,3046,0,0.132,0.013,0.044,0.002,0.71,0.099,0.13,0.204,0.061,NA,0.141,82.3,79.8,84.8,78.4,77.4,79.3,75.4,36.3,70.8,95.3,NA,96.3,91.5,94.5,NA,96.8,74.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,SwD,0.971,SwD,0.971,0.347,0.153,0.25,0.25,0.637,0.404,0.605,0.468,0.498,0.371,0.543,0.424,0.597,0.386,0.661,0.451,NA,,,K-5,4,City,Onalaska,Public school,No,NA,No,Public - All Students
2021-22,4095,30,Onalaska,Northern Hills Elementary,72.9,Exceeds Expectations,K4,5,Elementary School,475,3046,0.002,0.204,0.025,0.051,0,0.623,0.095,0.122,0.394,0.112,NA,0.225,68.4,65.6,71.3,70.8,66,75.5,63.2,24.1,62.2,93.6,NA,97,89,95,NA,97.1,60.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.221,0.279,0.25,0.25,0.419,0.404,0.505,0.468,0.45,0.371,0.459,0.424,0.43,0.386,0.545,0.451,NA,,,K-5,4,City,Onalaska,Public school,No,NA,No,Public - All Students
2021-22,4095,40,Onalaska,Onalaska High,70.9,Exceeds Expectations,9,12,High School,946,3046,0.001,0.113,0.027,0.04,0.001,0.758,0.059,0.121,0.22,0.04,NA,0.151,70.3,70,70.5,68.9,62.2,75.5,55.6,22.2,59.4,81.2,92.6,NA,94.3,91.8,96.8,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.958,0.958,SwD,0.875,SwD,0.875,0.359,0.174,0.267,0.2,0.514,0.408,0.547,0.375,0.461,0.392,0.425,0.339,0.456,0.388,0.486,0.34,NA,,,9-12,4,City,Onalaska,Public school,No,NA,No,Public - All Students
2021-22,4095,50,Onalaska,Onalaska Middle,63.6,Meets Expectations,6,8,Middle School,673,3046,0.004,0.134,0.021,0.043,0.003,0.724,0.071,0.101,0.25,0.052,NA,0.172,62.4,65,59.7,53.7,43.2,64.1,48.2,18.4,49.8,88.8,NA,94.4,87.9,94,NA,96.2,NA,59.3,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.984,0.985,SwD,0.919,SwD,0.919,0.317,0.183,0.25,0.25,0.536,0.407,0.557,0.388,0.392,0.387,0.312,0.331,0.374,0.362,0.36,0.339,NA,,,6-8,4,City,Onalaska,Public school,No,NA,No,Public - All Students
2021-22,4095,60,Onalaska,Pertzsch Elementary,76.1,Exceeds Expectations,K4,5,Elementary School,376,3046,0.005,0.141,0.027,0.072,0,0.684,0.072,0.176,0.372,0.064,NA,0.114,75.7,71.6,79.8,69.8,77.4,62.2,69.6,33,66,93,NA,97.4,89.5,96.3,NA,96.8,61.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.989,SwD,0.943,SwD,0.943,0.235,0.265,0.25,0.25,0.545,0.404,0.622,0.468,0.408,0.371,0.494,0.424,0.497,0.386,0.625,0.451,NA,,,K-5,4,City,Onalaska,Public school,No,NA,No,Public - All Students
2021-22,8142,8142,One City Expeditionary Elementary School,One City Expeditionary Elementary School,AR,Alternate Rating - Needs Improvement,K4,4,Elementary School,227,NA,0,0.013,0.555,0.159,0,0.123,0.15,0.04,0.467,0.04,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.983,0.983,Black,1,Black,1,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,0.073,0.386,0.055,0.451,This report serves for both school and district accountability purposes for this school.,,,K-5,2,Suburb,Madison,Non District Charter Schools,Yes,University of Wisconsin System,No,Public - All Students
2021-22,4137,60,Oostburg,Oostburg Elementary,87.3,Significantly Exceeds Expectations,K4,5,Elementary School,464,1003,0,0.002,0.002,0.075,0,0.884,0.037,0.114,0.149,0.041,NA,0.147,83.8,83.2,84.3,84,100,67.9,88.8,47.8,80.3,98.8,NA,96.5,92.6,97.7,NA,96.6,74.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.99,0.99,Econ Disadv,0.971,Econ Disadv,0.971,0.384,0.116,0.25,0.25,0.629,0.404,0.661,0.468,0.57,0.371,0.592,0.424,0.599,0.386,0.63,0.451,NA,,,K-5,7,Town,Oostburg,Public school,No,NA,No,Public - All Students
2021-22,4137,80,Oostburg,Oostburg High,77.5,Exceeds Expectations,9,12,High School,337,1003,0,0.015,0.006,0.071,0,0.878,0.03,0.089,0.145,0.021,NA,0.131,77,78.8,75.2,66,56.5,75.5,68.3,29.7,65.1,92.6,100,NA,97.6,95.9,99.3,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.96,0.96,SwD,0.636,SwD,0.636,0.412,0.121,0.267,0.2,0.621,0.408,0.533,0.375,0.527,0.392,0.484,0.339,0.565,0.388,0.577,0.34,NA,,,9-12,7,Rural,Oostburg,Public school,No,NA,No,Public - All Students
2021-22,4137,40,Oostburg,Oostburg Middle,88.5,Significantly Exceeds Expectations,6,8,Middle School,202,1003,0,0.005,0.02,0.079,0,0.866,0.03,0.079,0.168,0.03,NA,0.104,84.3,86.2,82.4,88.8,83.1,94.5,85.9,42.7,79.3,97.9,NA,96.5,97.1,98.7,NA,97.6,NA,92.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.961,0.961,White,0.96,White,0.96,0.371,0.129,0.25,0.25,0.646,0.407,0.65,0.388,0.607,0.387,0.618,0.331,0.66,0.362,0.603,0.339,NA,,,6-8,7,Rural,Oostburg,Public school,No,NA,No,Public - All Students
2021-22,NA,2100,Oostburg Christian Grade School,Oostburg Christian Grade School,74.7,Exceeds Expectations,K4,8,Elementary School,84,NA,0,0,0.012,0.012,0.024,0.952,0,0.024,0.238,0,0.393,0,73.1,76.7,69.5,61.3,62.2,60.3,NA,NA,NA,NA,NA,NA,97.9,98.8,NA,96.9,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.519,0.281,NA,0.2,NA,0.405,NA,0.428,0.625,0.379,0.5,0.377,0.584,0.374,0.458,0.393,NA,,,K-8,7,NA,Oostburg,Private school,No,NA,No,Private - Choice Students
2021-22,4144,20,Oregon,Brooklyn Elementary,79.3,Exceeds Expectations,PK,4,Elementary School,382,4159,0.003,0.005,0.016,0.05,0,0.885,0.042,0.126,0.149,0.003,NA,0.073,76,65.1,86.9,71.7,52.7,90.7,NA,NA,NA,NA,NA,NA,92.2,98.8,NA,98.4,66.8,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.981,0.981,SwD,0.955,SwD,0.955,0.576,0.174,NA,0.25,0.528,0.404,0.772,0.468,0.331,0.371,0.506,0.424,0.413,0.386,0.633,0.451,NA,,,K-5,2,Town,Brooklyn,Public school,No,NA,No,Public - All Students
2021-22,4144,110,Oregon,Forest Edge Elementary School,81.5,Exceeds Expectations,PK,6,Elementary School,426,4159,0,0.014,0.04,0.066,0,0.805,0.075,0.089,0.136,0.04,NA,0.256,76.4,73,79.7,76.5,71.7,81.2,81.1,33,80.3,88.9,NA,97.1,92,98.6,NA,98.7,65.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.933,0.933,SwD,0.857,SwD,0.857,0.393,0.107,0.25,0.25,NA,0.404,NA,0.468,0.512,0.371,0.453,0.424,0.53,0.386,0.632,0.451,NA,,,K-5,2,Rural,Fitchburg,Public school,No,NA,No,Public - All Students
2021-22,4144,40,Oregon,Netherwood Knoll Elementary,80.3,Exceeds Expectations,PK,4,Elementary School,397,4159,0.013,0,0.015,0.028,0,0.899,0.045,0.159,0.103,0,NA,0.02,78.4,70.3,86.5,64.1,75.5,52.7,NA,NA,NA,NA,NA,NA,93.4,99,NA,98.6,71.8,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.951,0.951,SwD,0.8,SwD,0.8,0.622,0.128,NA,0.25,0.537,0.404,0.625,0.468,0.403,0.371,0.521,0.424,0.487,0.386,0.638,0.451,NA,,,K-5,2,Town,Oregon,Public school,No,NA,No,Public - All Students
2021-22,4144,60,Oregon,Oregon High,76.5,Exceeds Expectations,9,12,High School,1251,4159,0,0.022,0.015,0.066,0.001,0.859,0.038,0.11,0.137,0.021,NA,0.091,70.5,73.5,67.4,81.2,79.3,83.1,70.5,22.6,75.5,86.8,89.2,NA,94.4,93.6,95.2,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.803,0.803,Econ Disadv,0.622,Econ Disadv,0.622,0.418,0.115,0.267,0.2,0.553,0.408,0.505,0.375,0.488,0.392,0.419,0.339,0.544,0.388,0.467,0.34,NA,,,9-12,2,Town,Oregon,Public school,No,NA,No,Public - All Students
2021-22,4144,80,Oregon,Oregon Middle,64.5,Meets Expectations,7,8,Middle School,631,4159,0,0.011,0.021,0.079,0,0.846,0.043,0.098,0.176,0.025,NA,0.057,62.3,65.8,58.7,50.8,45.1,56.5,50,20.9,48,94,NA,98.4,89.5,96.5,NA,98.6,NA,57.1,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.904,0.904,SwD,0.647,SwD,0.647,0.366,0.134,0.25,0.25,0.507,0.407,0.459,0.388,0.447,0.387,0.298,0.331,0.369,0.362,0.324,0.339,NA,,,6-8,2,Town,Oregon,Public school,No,NA,No,Public - All Students
2021-22,4144,50,Oregon,Prairie View Elementary,82.7,Exceeds Expectations,PK,4,Elementary School,367,4159,0,0.005,0.008,0.109,0,0.847,0.03,0.09,0.155,0.03,NA,0.025,82.7,77.9,87.5,67.9,66,69.8,NA,NA,NA,NA,NA,NA,93.5,98.6,NA,98.5,73.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.981,0.981,Econ Disadv,0.929,Econ Disadv,0.929,0.57,0.18,NA,0.25,0.604,0.404,0.687,0.468,0.532,0.371,0.553,0.424,0.548,0.386,0.649,0.451,NA,,,K-5,2,Town,Oregon,Public school,No,NA,No,Public - All Students
2021-22,4144,200,Oregon,Rome Corners Intermediate,76.1,Exceeds Expectations,5,6,Middle School,476,4159,0,0.013,0.017,0.065,0,0.87,0.036,0.105,0.12,0.023,NA,0.061,74.3,74.2,74.4,62.2,75.5,48.9,68.2,29.3,65.1,95.5,NA,97.5,97.9,97.5,NA,98.2,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.954,0.954,SwD,0.78,SwD,0.78,0.43,0.103,0.267,0.2,0.514,0.404,0.522,0.468,0.508,0.371,0.463,0.424,0.551,0.386,0.582,0.451,NA,,,K-5,2,Town,Oregon,Public school,No,NA,No,Public - All Students
2021-22,4165,40,Osceola,Osceola Elementary,AR,Alternate Rating - Satisfactory Progress,K4,2,Elementary School,391,1578,0,0.003,0.005,0.049,0.003,0.913,0.028,0.125,0.381,0.01,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,NA,0.386,NA,0.451,NA,,,K-5,11,Town,Osceola,Public school,No,NA,No,Public - All Students
2021-22,4165,60,Osceola,Osceola High,64.2,Meets Expectations,9,12,High School,527,1578,0.002,0.008,0,0.044,0,0.913,0.034,0.121,0.254,0.002,NA,0.112,70.6,70.8,70.4,52.7,56.5,48.9,42.3,21,43.2,79.3,100,NA,94.3,88.5,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.973,0.973,SwD,0.917,SwD,0.917,0.335,0.198,0.267,0.2,0.561,0.408,0.567,0.375,0.44,0.392,0.443,0.339,0.526,0.388,0.472,0.34,NA,,,9-12,11,Town,Osceola,Public school,No,NA,No,Public - All Students
2021-22,4165,50,Osceola,Osceola Intermediate,69.3,Meets Expectations,3,5,Elementary School,299,1578,0,0.01,0.003,0.037,0,0.913,0.037,0.157,0.331,0.007,NA,0.14,69.6,66.4,72.7,65.1,56.5,73.6,57.6,23,59.4,87.3,NA,93.2,84.8,86.5,NA,92.4,66.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.263,0.237,0.25,0.25,0.532,0.404,0.632,0.468,0.402,0.371,0.507,0.424,0.436,0.386,0.429,0.451,NA,,,K-5,11,Town,Osceola,Public school,No,NA,No,Public - All Students
2021-22,4165,80,Osceola,Osceola Middle,88,Significantly Exceeds Expectations,6,8,Middle School,361,1578,0,0.003,0,0.028,0,0.947,0.022,0.158,0.266,0,NA,0.086,81,78.1,83.9,89.8,85,94.5,91.5,36.8,91.6,87.7,NA,94.7,91.6,91.8,NA,95.5,NA,83.4,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.981,0.981,SwD,0.967,SwD,0.967,0.306,0.194,0.25,0.25,0.527,0.407,0.609,0.388,0.538,0.387,0.613,0.331,0.577,0.362,0.674,0.339,NA,,,6-8,11,Rural,Osceola,Public school,No,NA,No,Public - All Students
2021-22,4179,170,Oshkosh Area,Accelerated Advanced Learning Program,98.7,Significantly Exceeds Expectations,4,8,Elementary/Secondary School,64,9203,0,0.047,0.016,0,0,0.938,0,0.016,0.016,0,NA,0,100,100,100,79.3,85,73.6,100,95.7,78.4,100,NA,99,99,98.8,NA,98.8,NA,100,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,1,1,NA,NA,NA,NA,0.45,0.05,0.25,0.25,0.916,0.407,0.95,0.388,0.927,0.387,0.854,0.331,0.906,0.362,0.954,0.339,NA,,,6-8,6,City,Oshkosh,Public school,Yes,NA,No,Public - All Students
2021-22,4179,60,Oshkosh Area,E Cook Elementary,71.4,Exceeds Expectations,KG,5,Elementary School,233,9203,0.013,0.116,0.15,0.082,0,0.519,0.12,0.155,0.644,0.107,NA,0,51.9,48.3,55.5,68.9,79.3,58.4,NA,NA,NA,NA,NA,NA,84.5,90.3,NA,96.4,49,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.991,0.991,SwD,0.964,SwD,0.964,0.081,0.669,NA,0.25,0.318,0.404,0.409,0.468,0.285,0.371,0.343,0.424,0.259,0.386,0.343,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,105,Oshkosh Area,Franklin Elementary,74.9,Exceeds Expectations,KG,5,Elementary School,334,9203,0,0.087,0.054,0.06,0,0.716,0.084,0.18,0.473,0.087,NA,0.009,55.8,48.7,62.8,75.5,71.7,79.3,76,13.8,81.2,93.2,NA,96,85.9,93.5,NA,97.2,47.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.983,SwD,0.931,SwD,0.931,0.168,0.332,0.25,0.25,0.289,0.404,0.406,0.468,0.322,0.371,0.317,0.424,0.299,0.386,0.512,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,140,Oshkosh Area,Jefferson Elementary,55.9,Meets Few Expectations,KG,5,Elementary School,239,9203,0,0.088,0.038,0.1,0,0.661,0.113,0.176,0.678,0.042,NA,0.004,51.2,45,57.4,47,48.9,45.1,NA,NA,NA,NA,NA,NA,81.2,88,NA,96,38.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,0.99,NA,NA,Econ Disadv,0.985,0.075,0.675,NA,0.25,0.328,0.404,0.368,0.468,0.242,0.371,0.434,0.424,0.198,0.386,0.35,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,160,Oshkosh Area,Lakeside Elementary,71.5,Exceeds Expectations,KG,5,Elementary School,259,9203,0,0.058,0.066,0.039,0,0.811,0.027,0.135,0.32,0.027,NA,0.019,70.9,63.7,78,59.4,66,52.7,NA,NA,NA,NA,NA,NA,89.3,97.4,NA,97.7,56.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.992,0.992,Econ Disadv,0.977,Econ Disadv,0.977,0.405,0.345,NA,0.25,0.553,0.404,0.72,0.468,0.333,0.371,0.485,0.424,0.389,0.386,0.489,0.451,NA,,,K-5,6,Rural,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,220,Oshkosh Area,Merrill Elementary,57.1,Meets Few Expectations,KG,5,Elementary School,256,9203,0.012,0.074,0.203,0.09,0.004,0.508,0.109,0.242,0.719,0.117,NA,0.012,33.8,31.1,36.4,50.8,43.2,58.4,NA,NA,NA,NA,NA,NA,81.1,90.3,NA,96.4,32,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.075,0.675,NA,0.25,0.191,0.404,0.267,0.468,0.122,0.371,0.165,0.424,0.125,0.386,0.187,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,240,Oshkosh Area,Merrill Middle,56.8,Meets Few Expectations,6,8,Middle School,478,9203,0.008,0.113,0.134,0.092,0.002,0.554,0.096,0.161,0.594,0.123,NA,0.006,38,39.4,36.5,52.7,39.4,66,47.2,4.9,58.4,75.5,NA,93.3,79.6,86.8,NA,95.3,NA,33.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.989,0.994,Two or More,0.955,Two or More,0.977,0.087,0.413,0.25,0.25,0.236,0.407,0.22,0.388,0.221,0.387,0.183,0.331,0.176,0.362,0.178,0.339,NA,,,6-8,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,290,Oshkosh Area,North High,70.8,Exceeds Expectations,9,12,High School,1224,9203,0.005,0.089,0.098,0.081,0,0.665,0.062,0.194,0.486,0.058,NA,0.015,48.2,50.8,45.6,81.2,85,77.4,60.3,8,79.3,65.4,78.7,NA,85.1,80.2,89.9,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.99,0.99,SwD,0.964,SwD,0.964,0.17,0.363,0.267,0.2,0.309,0.408,0.334,0.375,0.314,0.392,0.265,0.339,0.294,0.388,0.258,0.34,NA,,,9-12,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,260,Oshkosh Area,Oaklawn Elementary,66.7,Meets Expectations,KG,5,Elementary School,398,9203,0,0.178,0.09,0.055,0,0.58,0.095,0.166,0.601,0.156,NA,0.003,47.2,41.7,52.6,65.1,71.7,58.4,58.8,7.7,67,83.9,NA,96.1,83.9,92.8,NA,96.9,40.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.978,0.973,SwD,0.95,Black,0.95,0.083,0.417,0.25,0.25,0.267,0.404,0.432,0.468,0.199,0.371,0.265,0.424,0.206,0.386,0.291,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,185,Oshkosh Area,Oakwood Elementary,79.5,Exceeds Expectations,K4,5,Elementary School,391,9203,0,0.051,0.013,0.046,0,0.864,0.026,0.115,0.146,0.043,NA,0.018,75.7,67.4,83.9,72.7,77.4,67.9,78,36.9,71.7,100,NA,97.7,89.9,98,NA,98,57.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,SwD,0.95,SwD,0.95,0.386,0.114,0.25,0.25,0.423,0.404,0.676,0.468,0.426,0.371,0.568,0.424,0.453,0.386,0.541,0.451,NA,,,K-5,6,Suburb,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,340,Oshkosh Area,Read Elementary,68.5,Meets Expectations,PK,5,Elementary School,337,9203,0,0.077,0.134,0.104,0,0.534,0.151,0.116,0.653,0.065,NA,0.003,48.6,45.7,51.5,66,66,66,NA,NA,NA,NA,NA,NA,81.4,88.7,NA,96.1,37.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.988,0.988,EL,0.909,EL,0.909,0.075,0.675,NA,0.25,0.322,0.404,0.483,0.468,0.302,0.371,0.286,0.424,0.211,0.386,0.288,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,360,Oshkosh Area,Roosevelt Elementary,71,Exceeds Expectations,KG,5,Elementary School,236,9203,0,0.153,0.076,0.097,0,0.568,0.106,0.127,0.669,0.131,NA,0.013,58.7,49.9,67.4,66.9,64.1,69.8,NA,NA,NA,NA,NA,NA,85.7,94.2,NA,97.4,45.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.075,0.675,NA,0.25,0.283,0.404,0.406,0.468,0.252,0.371,0.432,0.424,0.294,0.386,0.477,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,110,Oshkosh Area,Shapiro STEM Academy,76,Exceeds Expectations,K4,5,Elementary School,197,9203,0,0.046,0.056,0.076,0,0.756,0.066,0.157,0.467,0.061,NA,0.015,58.5,54.2,62.7,80.3,83.1,77.4,NA,NA,NA,NA,NA,NA,85.4,95.8,NA,97.7,40,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.258,0.492,NA,0.25,0.287,0.404,0.5,0.468,0.288,0.371,0.411,0.424,0.319,0.386,0.363,0.451,NA,,,K-5,6,City,Oshkosh,Public school,Yes,NA,No,Public - All Students
2021-22,4179,440,Oshkosh Area,South Park Middle,57.7,Meets Few Expectations,6,8,Middle School,354,9203,0.006,0.045,0.045,0.079,0,0.766,0.059,0.178,0.415,0.037,NA,0.014,46.9,48.7,45,46.1,41.3,50.8,56.5,11.8,63.2,84.5,NA,94,81.3,90.3,NA,96,NA,33.8,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.983,0.989,SwD,0.946,SwD,0.946,0.207,0.293,0.25,0.25,0.281,0.407,0.289,0.388,0.271,0.387,0.214,0.331,0.231,0.362,0.243,0.339,NA,,,6-8,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,320,Oshkosh Area,Tipler Middle,79.2,Exceeds Expectations,6,8,Middle School,337,9203,0.003,0.092,0.053,0.074,0,0.691,0.086,0.113,0.469,0.08,NA,0.009,54.4,58.8,50,86,94.5,77.4,82,14.6,90.7,84.6,NA,94.6,84.5,91,NA,96.7,NA,47.1,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.988,0.988,Asian,0.97,Asian,0.97,0.171,0.329,0.25,0.25,0.389,0.407,0.37,0.388,0.356,0.387,0.259,0.331,0.318,0.362,0.287,0.339,NA,,,6-8,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,150,Oshkosh Area,Traeger Elementary,76.2,Exceeds Expectations,K4,5,Elementary School,458,9203,0,0.072,0.026,0.039,0.002,0.79,0.07,0.127,0.199,0.044,NA,0.079,76.4,70.8,82,71.7,79.3,64.1,64.1,24.7,64.1,90.8,NA,96.3,90.8,96.5,NA,98.1,64.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.351,0.149,0.25,0.25,0.484,0.404,0.622,0.468,0.512,0.371,0.591,0.424,0.492,0.386,0.604,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,250,Oshkosh Area,Traeger Middle,84.6,Significantly Exceeds Expectations,6,8,Middle School,444,9203,0.002,0.063,0.027,0.027,0,0.847,0.034,0.104,0.146,0.018,NA,0.065,76.3,78.8,73.7,86.9,88.8,85,88.6,32.9,87.9,92,NA,96.8,92.2,96.3,NA,97.5,NA,73.4,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.989,0.991,SwD,0.9,SwD,0.92,0.386,0.114,0.25,0.25,0.618,0.407,0.556,0.388,0.502,0.387,0.502,0.331,0.548,0.362,0.557,0.339,NA,,,6-8,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,480,Oshkosh Area,Washington Elementary,67.4,Meets Expectations,KG,5,Elementary School,181,9203,0.011,0.028,0.039,0.171,0,0.685,0.066,0.177,0.575,0.011,NA,0.006,47.7,41.9,53.5,65.1,64.1,66,NA,NA,NA,NA,NA,NA,84.6,92.5,NA,96.6,45,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.987,0.987,Econ Disadv,0.977,Econ Disadv,0.977,0.15,0.6,NA,0.25,0.216,0.404,0.309,0.468,0.16,0.371,0.24,0.424,0.284,0.386,0.405,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
2021-22,4179,520,Oshkosh Area,Webster Stanley Elementary,68.2,Meets Expectations,K4,5,Elementary School,216,9203,0,0.028,0.111,0.097,0,0.657,0.106,0.236,0.648,0.051,NA,0.009,52.4,46.9,57.8,64.1,60.3,67.9,63,13.8,73.6,72.3,NA,93.4,84,89.2,NA,96.2,49.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.991,0.991,White,0.986,White,0.986,0.051,0.449,0.25,0.25,0.303,0.404,0.428,0.468,0.254,0.371,0.272,0.424,0.247,0.386,0.404,0.451,NA,,,K-5,6,City,Oshkosh,Public school,No,NA,No,Public - All Students
