School Year,District Code,School Code,District Name,School Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the School,Highest Grade in the School,School Type,School Enrollment,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent English Learners,Percent School Choice Program,Percent Open Enrollment,School Achievement Score,School ELA Achievement Score,School Mathematics Achievement Score,School Growth Score,School ELA Growth Score,School Mathematics Growth Score,School Target Group Outcomes Score,School Target Group Achievement Score,School Target Group Growth Score,School Target Group Chronic Absenteeism Score,School Target Group Graduation Score,School Target Group Attendance Score,School On-Track to Graduation Score,School Chronic Absenteeism Rate Score,School Graduation Rate Score,School Attendance Rate Score,School 3rd Grade ELA Achievement Score,School 8th Grade Mathematics Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State ELA Growth Score,State Mathematics Growth Score,State Chronic Absenteeism Rate Score,State Graduation Rate Score,State Attendance Rate Score,State 3rd Grade ELA Achievement Score,State 8th Grade Mathematics Achievement Score,Test Participation ELA 2022 All Students,Test Participation Mathematics 2022 All Students,Subgroup with lowest ELA test participation rate 2022,Test Participation ELA 2022 lowest rate subgroup,Subgroup with lowest math test participation rate 2022,Test Participation Mathematics 2022 lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Target Group Outcomes Priority Area,Score weighting Ontrack Priority Area,School Percent Proficient ELA 2019,State Percent Proficient ELA 2019,School Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,School Percent Proficient ELA 2021,State Percent Proficient ELA 2021,School Percent Proficient Mathematics 2021,State Percent Proficient Mathematics 2021,School Percent Proficient ELA 2022,State Percent Proficient ELA 2022,School Percent Proficient Mathematics 2022,State Percent Proficient Mathematics 2022,Single-school district note,Open enrollment note,No Score Note,Grade Band for Comparison Schools,CESA,Locale description,City,Agency type,Charter school indicator,Chartering authority,Virtual school indicator,Report Card Type
2021-22,2443,40,Hartford J1,Lincoln Elementary,73.6,Exceeds Expectations,K4,5,Elementary School,500,1537,0.002,0.008,0.038,0.132,0,0.796,0.024,0.196,0.454,0.05,NA,0.03,66.8,60.8,72.8,75.5,64.1,86.9,64.8,25.6,69.8,76.4,NA,93.1,84.8,88.4,NA,94.7,57.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.968,0.973,SwD,0.846,SwD,0.846,0.181,0.319,0.25,0.25,0.418,0.404,0.508,0.468,0.317,0.371,0.449,0.424,0.402,0.386,0.605,0.451,NA,,,K-5,6,Suburb,Hartford,Public school,No,NA,No,Public - All Students
2021-22,2443,50,Hartford J1,Rossman Elementary,75.9,Exceeds Expectations,K4,5,Elementary School,470,1537,0.006,0.006,0.004,0.104,0,0.845,0.034,0.132,0.289,0.023,NA,0.049,74,65,83,66,54.6,77.4,74.2,41.6,68.9,91.9,NA,94.4,88,92.1,NA,95.7,64.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,White,0.995,White,0.995,0.291,0.209,0.25,0.25,0.558,0.404,0.673,0.468,0.306,0.371,0.484,0.424,0.406,0.386,0.652,0.451,NA,,,K-5,6,Suburb,Hartford,Public school,No,NA,No,Public - All Students
2021-22,2436,20,Hartford UHS,Hartford High,55.3,Meets Few Expectations,9,12,High School,1338,1338,0.001,0.012,0.01,0.084,0,0.864,0.03,0.107,0.256,0.013,NA,0.037,60.9,63.9,57.8,45.1,43.2,47,30.6,16.9,38.5,72.6,84.1,NA,89.1,84.8,93.4,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.948,0.949,Econ Disadv,0.893,SwD,0.886,0.334,0.2,0.267,0.2,0.463,0.408,0.412,0.375,0.397,0.392,0.372,0.339,0.431,0.388,0.362,0.34,This report serves for both school and district accountability purposes for this school.,,,9-12,6,Suburb,Hartford,Public school,No,NA,No,Public - All Students
2021-22,2460,20,Hartland-Lakeside J3,North Elementary,AR,Alternate Rating - Satisfactory Progress,K4,2,Elementary School,466,1146,0,0.03,0.011,0.043,0,0.869,0.047,0.146,0.193,0.013,NA,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,NA,0.386,NA,0.451,NA,,,K-5,1,Suburb,Hartland,Public school,No,NA,No,Public - All Students
2021-22,2460,100,Hartland-Lakeside J3,North Shore Middle,92.2,Significantly Exceeds Expectations,6,8,Middle School,340,1146,0,0.026,0.006,0.076,0,0.85,0.041,0.071,0.203,0.012,NA,0.153,95.3,91.3,99.2,84,67.9,100,90,53.1,83,88.5,NA,95.1,95.2,92.2,NA,96.2,NA,99.3,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.991,0.988,SwD,0.931,SwD,0.931,0.348,0.152,0.25,0.25,0.712,0.407,0.749,0.388,0.631,0.387,0.754,0.331,0.696,0.362,0.806,0.339,NA,,,6-8,1,Suburb,Hartland,Public school,No,NA,No,Public - All Students
2021-22,2460,40,Hartland-Lakeside J3,South Elementary,91.1,Significantly Exceeds Expectations,3,5,Elementary School,340,1146,0,0.024,0.012,0.076,0,0.847,0.041,0.126,0.209,0.015,NA,0.085,89.5,85.5,93.5,96.4,98.3,94.5,88.5,50.3,82.2,89.1,NA,95.2,92.4,94.1,NA,96.4,81,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.994,0.994,SwD,0.957,SwD,0.957,0.344,0.156,0.25,0.25,0.662,0.404,0.768,0.468,0.618,0.371,0.649,0.424,0.625,0.386,0.713,0.451,NA,,,K-5,1,Suburb,Hartland,Public school,No,NA,No,Public - All Students
2021-22,2478,800,Hayward Community,Hayward Ctr for Individualized Learning,72.5,Exceeds Expectations,K4,12,Elementary/Secondary School,230,1919,0.017,0.009,0.004,0,0.009,0.943,0.017,0.026,0.117,0,NA,0.67,63,70.6,55.4,73.6,83.1,64.1,71.2,23,69.8,97.6,NA,99.4,88.8,99.6,NA,99.1,NA,46.6,59.6,57.7,66,66,85.7,NA,93.2,57,52.5,0.66,0.642,White,0.656,White,0.636,0.405,0.095,0.25,0.25,0.537,0.407,0.428,0.41,0.475,0.384,0.369,0.364,0.467,0.379,0.314,0.375,NA,"Because this school is a virtual charter school with at least 50% open enrollment, the school's data will not be included in its district's report card.",,K-12,12,Town,Hayward,Public school,Yes,NA,Yes,Public - All Students
2021-22,2478,40,Hayward Community,Hayward High,64.3,Meets Expectations,9,12,High School,546,1919,0.216,0.005,0.009,0.049,0.002,0.674,0.044,0.174,0.577,0,NA,0.062,57.2,60.1,54.3,67,66,67.9,49.9,14.3,65.1,59.8,84.2,NA,81.7,75.4,88,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.923,0.929,SwD,0.815,SwD,0.815,0.105,0.428,0.267,0.2,0.367,0.408,0.375,0.375,0.426,0.392,0.383,0.339,0.379,0.388,0.328,0.34,NA,,,9-12,12,Town,Hayward,Public school,No,NA,No,Public - All Students
2021-22,2478,110,Hayward Community,Hayward Intermediate,73.6,Exceeds Expectations,3,5,Elementary School,349,1919,0.221,0.003,0.006,0.04,0,0.665,0.066,0.149,0.59,0,NA,0.057,67.3,62.9,71.7,73.6,58.4,88.8,66,27.3,70.8,77.8,NA,90.4,83.4,85.8,NA,93.2,59,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.989,Amer Indian,0.961,Amer Indian,0.961,0.09,0.41,0.25,0.25,0.441,0.404,0.554,0.468,0.387,0.371,0.467,0.424,0.389,0.386,0.49,0.451,NA,,,K-5,12,Rural,Hayward,Public school,No,NA,No,Public - All Students
2021-22,2478,60,Hayward Community,Hayward Middle,50.5,Meets Few Expectations,6,8,Middle School,372,1919,0.218,0.011,0.011,0.051,0,0.653,0.056,0.164,0.613,0,NA,0.038,58.1,56.6,59.6,42.3,35.6,48.9,35.7,18.3,45.1,63.5,NA,88.3,76.9,76.7,NA,90.8,NA,49.3,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.969,0.969,SwD,0.871,SwD,0.871,0.075,0.425,0.25,0.25,0.429,0.407,0.485,0.388,0.343,0.387,0.371,0.331,0.295,0.362,0.395,0.339,NA,,,6-8,12,Town,Hayward,Public school,No,NA,No,Public - All Students
2021-22,2478,20,Hayward Community,Hayward Primary,AR,Alternate Rating - Satisfactory Progress,K4,2,Elementary School,384,1919,0.19,0,0.003,0.083,0.003,0.638,0.083,0.203,0.607,0,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,0.468,NA,0.371,NA,0.424,NA,0.386,NA,0.451,NA,,,K-5,12,Rural,Hayward,Public school,No,NA,No,Public - All Students
2021-22,2478,250,Hayward Community,Northern Waters Environmental School,63.4,Meets Expectations,6,12,Elementary/Secondary School,38,1919,0.105,0.026,0,0,0,0.737,0.132,0.105,0.526,0,NA,0.053,56.7,66.5,46.8,55.6,67.9,43.2,NA,NA,NA,NA,NA,NA,93.6,88.2,NA,99,NA,NA,59.9,53.6,66,66,83.3,NA,92.5,NA,52.5,0.903,0.903,White,0.875,White,0.875,0.212,0.588,NA,0.2,0.448,0.408,0.31,0.382,0.417,0.389,0.375,0.335,0.5,0.375,0.153,0.34,NA,,,6-12,12,Rural,Hayward,Public school,Yes,NA,No,Public - All Students
2021-22,NA,848,Heritage Christian Schools,Heritage Christian Schools,84.2,Significantly Exceeds Expectations,K4,12,Elementary/Secondary School,370,NA,0.005,0.03,0.078,0,0.008,0.803,0.076,0.008,0.414,0.684,0.593,0,69.2,77.6,60.7,90.6,100,81.2,87.5,32.3,89.7,86.6,NA,92.9,85.9,92.4,93.5,NA,73.8,41.2,59.6,57.7,66,66,85.7,91.2,NA,57,52.5,0.984,0.984,Black,0.913,Black,0.913,0.207,0.293,0.25,0.25,0.45,0.407,0.327,0.41,0.598,0.384,0.421,0.364,0.572,0.379,0.432,0.375,NA,,,K-12,1,NA,New Berlin,Private school,No,NA,No,Private - Choice Students
2021-22,NA,848,Heritage Christian Schools,Heritage Christian Schools,85.7,Significantly Exceeds Expectations,K4,12,Elementary/Secondary School,581,NA,0.01,0.033,0.067,0,0.007,0.821,0.062,0.01,0.277,0.671,0.593,0,73,80.1,65.9,94.4,100,88.8,92.3,32.2,92.5,88.4,100,NA,87.2,93.8,91.5,NA,74.9,56,59.6,57.7,66,66,85.7,91.2,NA,57,52.5,0.985,0.985,Black,0.933,Black,0.933,0.299,0.201,0.25,0.25,0.539,0.407,0.416,0.41,0.608,0.384,0.463,0.364,0.584,0.379,0.464,0.375,NA,NA,,K-12,1,NA,New Berlin,Private school,No,NA,No,Private - All Students
2021-22,2525,100,Herman-Neosho-Rubicon,Honor Elementary,66.3,Meets Expectations,K4,4,Elementary School,176,311,0,0,0.006,0.051,0,0.938,0.006,0.131,0.244,0,NA,0.125,63.3,62.8,63.7,48.9,52.7,45.1,NA,NA,NA,NA,NA,NA,90.7,97,NA,96.4,66.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.481,0.269,NA,0.25,0.391,0.404,0.348,0.468,0.392,0.371,0.353,0.424,0.362,0.386,0.448,0.451,NA,,,K-5,6,Rural,Neosho,Public school,No,NA,No,Public - All Students
2021-22,2525,150,Herman-Neosho-Rubicon,Honor Intermediate,81.6,Exceeds Expectations,5,8,Middle School,135,311,0,0.007,0.015,0.037,0,0.933,0.007,0.111,0.289,0,NA,0.148,69.3,70.3,68.2,83.1,79.3,86.9,85.8,32.7,84.1,95.3,NA,95.9,90.4,97.2,NA,96,NA,65.4,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.993,0.993,Econ Disadv,0.974,Econ Disadv,0.974,0.291,0.209,0.25,0.25,0.414,0.407,0.515,0.388,0.452,0.387,0.474,0.331,0.448,0.362,0.455,0.339,NA,,,6-8,6,Rural,Rubicon,Public school,No,NA,No,Public - All Students
2021-22,NA,1794,High Point Christian School,High Point Christian School,NA,NR-DATA,K4,8,Elementary School,29,NA,0,0,0,0,0,0.966,0.034,0,0.207,0,0.547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,0.5,0.379,0.375,0.377,0.5,0.374,0.278,0.393,NA,,Insufficient data to produce a score,K-8,2,NA,Mount Horeb,Private school,No,NA,No,Private - Choice Students
2021-22,NA,855,High Point Christian School,High Point Christian School,72.7,Exceeds Expectations,K4,8,Elementary School,41,NA,0,0.049,0.098,0,0,0.659,0.195,0.024,0.341,0,0.188,0,68.2,73.6,62.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,85.9,NA,95.1,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.8,NA,NA,0.2,NA,0.405,NA,0.428,0.571,0.379,0.429,0.377,0.517,0.374,0.414,0.393,NA,,,K-8,2,NA,Madison,Private school,No,NA,No,Private - Choice Students
2021-22,NA,1794,High Point Christian School,High Point Christian School,71.1,Exceeds Expectations,K4,8,Elementary School,53,NA,0,0,0,0,0,0.981,0.019,0.094,0.113,0,0.547,0,65.7,71.2,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,90.7,NA,94.8,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,0.8,NA,NA,0.2,NA,0.405,NA,0.428,0.55,0.379,0.35,0.377,0.5,0.374,0.269,0.393,NA,NA,,K-8,2,NA,Mount Horeb,Private school,No,NA,No,Private - All Students
2021-22,NA,855,High Point Christian School,High Point Christian School,78.5,Exceeds Expectations,K4,8,Elementary School,162,NA,0,0.074,0.043,0,0,0.802,0.08,0.049,0.111,0.006,0.188,0,77.6,83.1,72,58.4,69.8,47,NA,NA,NA,NA,NA,NA,91.5,92,NA,96.9,78.8,80.3,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.986,0.986,White,0.982,White,0.982,0.614,0.136,NA,0.25,NA,0.405,NA,0.428,0.63,0.379,0.56,0.377,0.615,0.374,0.492,0.393,NA,NA,,K-8,2,NA,Madison,Private school,No,NA,No,Private - All Students
2021-22,2527,20,Highland,Highland Community Elementary,65.2,Meets Expectations,K4,5,Elementary School,143,318,0.007,0,0,0.098,0,0.86,0.035,0.133,0.343,0.028,NA,0.147,53,48.6,57.4,63.2,56.5,69.8,NA,NA,NA,NA,NA,NA,86.9,95.8,NA,96.1,50.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.985,0.985,Econ Disadv,0.962,Econ Disadv,0.962,0.382,0.368,NA,0.25,0.246,0.404,0.478,0.468,0.212,0.371,0.307,0.424,0.266,0.386,0.297,0.451,NA,,,K-5,3,Rural,Highland,Public school,Yes,NA,No,Public - All Students
2021-22,2527,40,Highland,Highland Community High,64.1,Meets Expectations,9,12,High School,108,318,0,0.009,0.019,0.019,0,0.907,0.046,0.167,0.185,0.019,NA,0.056,60.3,59.1,61.4,59.4,56.5,62.2,50.9,23.5,52.7,84.5,NA,92.4,92.6,90.1,95,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.987,0.987,White,0.985,White,0.985,0.384,0.149,0.267,0.2,0.543,0.408,0.571,0.375,0.338,0.392,0.395,0.339,0.324,0.388,0.338,0.34,NA,,,9-12,3,Rural,Highland,Public school,Yes,NA,No,Public - All Students
2021-22,2527,250,Highland,Highland Community Middle,73.3,Exceeds Expectations,6,8,Middle School,67,318,0,0,0,0.06,0,0.925,0.015,0.134,0.254,0.03,NA,0.134,54.4,48.6,60.1,91.7,86.9,96.4,NA,NA,NA,NA,NA,NA,88.5,92.3,NA,96,NA,65.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.938,0.625,White,0.931,White,0.586,0.471,0.279,NA,0.25,0.172,0.407,0.449,0.388,0.283,0.387,0.306,0.331,0.271,0.362,0.487,0.339,NA,,,6-8,3,Rural,Highland,Public school,Yes,NA,No,Public - All Students
2021-22,2534,20,Hilbert,Hilbert Elementary,79.9,Exceeds Expectations,K4,4,Elementary School,180,479,0,0.006,0,0.128,0,0.844,0.022,0.172,0.333,0.1,NA,0.189,72.1,62.1,82.1,82.2,75.5,88.8,NA,NA,NA,NA,NA,NA,88.7,96.3,NA,96,58.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.392,0.358,NA,0.25,0.281,0.404,0.333,0.468,0.454,0.371,0.703,0.424,0.5,0.386,0.707,0.451,NA,,,K-5,7,Rural,Hilbert,Public school,No,NA,No,Public - All Students
2021-22,2534,40,Hilbert,Hilbert High,62.1,Meets Expectations,9,12,High School,151,479,0,0.007,0,0.126,0,0.848,0.02,0.073,0.238,0.046,NA,0.192,61.8,58.3,65.2,49.8,48.9,50.8,45.4,19.8,48.9,82.8,NA,90.9,96.5,92.9,100,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.981,0.981,Econ Disadv,0.957,Econ Disadv,0.957,0.346,0.187,0.267,0.2,0.443,0.408,0.477,0.375,0.331,0.392,0.358,0.339,0.293,0.388,0.462,0.34,NA,,,9-12,7,Rural,Hilbert,Public school,No,NA,No,Public - All Students
2021-22,2534,200,Hilbert,Hilbert Middle,78.9,Exceeds Expectations,5,8,Middle School,148,479,0,0,0.027,0.203,0,0.764,0.007,0.108,0.345,0.088,NA,0.216,65.4,61.7,69.1,80.3,81.2,79.3,78.3,17.7,82.2,93.9,NA,95.4,91.8,95.6,NA,96.5,NA,74.7,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,1,1,NA,NA,NA,NA,0.253,0.247,0.25,0.25,0.356,0.407,0.57,0.388,0.378,0.387,0.469,0.331,0.42,0.362,0.455,0.339,NA,,,6-8,7,Rural,Hilbert,Public school,No,NA,No,Public - All Students
2021-22,NA,856,Hillel Academy,Hillel Academy,NA,NR-DATA,K4,8,Elementary School,123,NA,0,0,0.016,0,0,0.959,0.024,0.033,0.846,0,0.854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,1,NA,Milwaukee,Private school,No,NA,No,Private - Choice Students
2021-22,2541,20,Hillsboro,Hillsboro Elementary,67.5,Meets Expectations,K4,5,Elementary School,245,543,0,0.004,0,0.041,0,0.927,0.029,0.167,0.396,0.008,NA,0.147,61.3,59.8,62.8,61.3,64.1,58.4,NA,NA,NA,NA,NA,NA,86,91.7,NA,95.6,55.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.97,0.97,SwD,0.85,SwD,0.85,0.329,0.421,NA,0.25,0.389,0.404,0.478,0.468,0.352,0.371,0.334,0.424,0.4,0.386,0.358,0.451,NA,,,K-5,4,Rural,Hillsboro,Public school,No,NA,No,Public - All Students
2021-22,2541,60,Hillsboro,Hillsboro High,60.2,Meets Expectations,6,12,High School,291,543,0.007,0,0.003,0.069,0,0.907,0.014,0.113,0.351,0.01,NA,0.172,48.9,56,41.7,59.4,62.2,56.5,50.9,8.4,60.3,76.1,95.5,NA,81.5,85.7,91.4,NA,NA,53.2,59.9,53.6,66,66,83.3,91.2,NA,NA,52.5,0.983,0.978,SwD,0.923,SwD,0.923,0.249,0.251,0.25,0.25,0.394,0.408,0.247,0.382,0.341,0.389,0.229,0.335,0.344,0.375,0.25,0.34,NA,,,6-12,4,Rural,Hillsboro,Public school,No,NA,No,Public - All Students
2021-22,2562,10,Holmen,Evergreen Elementary,78.4,Exceeds Expectations,KG,5,Elementary School,323,3902,0,0.121,0.003,0.037,0,0.783,0.056,0.161,0.266,0.084,NA,0.05,74.3,73.6,74.9,70.8,92.6,48.9,74.7,34.3,68.9,100,NA,98,93.1,99.9,NA,98.5,68.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.306,0.194,0.25,0.25,0.55,0.404,0.564,0.468,0.54,0.371,0.45,0.424,0.541,0.386,0.575,0.451,NA,,,K-5,4,Suburb,Holmen,Public school,No,NA,No,Public - All Students
2021-22,2562,40,Holmen,Holmen High,63.8,Meets Expectations,9,12,High School,1221,3902,0.004,0.084,0.011,0.024,0,0.845,0.032,0.138,0.255,0.025,NA,0.052,59.5,62.2,56.7,51.8,47,56.5,53.6,19.4,55.6,89.1,93.7,NA,96.3,95.1,97.5,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.964,0.966,SwD,0.862,SwD,0.871,0.334,0.199,0.267,0.2,0.475,0.408,0.47,0.375,0.38,0.392,0.302,0.339,0.37,0.388,0.321,0.34,NA,,,9-12,4,Suburb,Holmen,Public school,No,NA,No,Public - All Students
2021-22,2562,45,Holmen,Holmen Middle,76.5,Exceeds Expectations,6,8,Middle School,906,3902,0.002,0.098,0.007,0.022,0,0.84,0.031,0.119,0.274,0.04,NA,0.04,67.4,71.4,63.3,73.6,66,81.2,74,26.6,72.7,96.3,NA,96.9,92.3,98.1,NA,97.8,NA,69.5,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.982,0.982,EL,0.959,Hispanic,0.96,0.301,0.199,0.25,0.25,0.48,0.407,0.456,0.388,0.456,0.387,0.337,0.331,0.478,0.362,0.44,0.339,NA,,,6-8,4,Suburb,Holmen,Public school,No,NA,No,Public - All Students
2021-22,2562,130,Holmen,Prairie View Elementary,83.3,Significantly Exceeds Expectations,K4,5,Elementary School,474,3902,0,0.049,0.006,0.015,0,0.901,0.03,0.129,0.184,0.021,NA,0.044,77.9,77.1,78.8,80.3,88.8,71.7,83.6,38.5,77.4,100,NA,97.8,92.5,99.8,NA,98.5,65.7,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.996,0.996,White,0.996,White,0.996,0.361,0.139,0.25,0.25,0.701,0.404,0.678,0.468,0.53,0.371,0.498,0.424,0.516,0.386,0.544,0.451,NA,,,K-5,4,Rural,Holmen,Public school,No,NA,No,Public - All Students
2021-22,2562,160,Holmen,Sand Lake Elementary,73.8,Exceeds Expectations,KG,5,Elementary School,384,3902,0.005,0.042,0.005,0.008,0,0.888,0.052,0.117,0.268,0.034,NA,0.047,67.5,67.2,67.8,67.9,71.7,64.1,68.3,27.7,65.1,98.7,NA,96.8,91.5,99.4,NA,98.2,62.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.305,0.195,0.25,0.25,0.565,0.404,0.561,0.468,0.436,0.371,0.34,0.424,0.412,0.386,0.463,0.451,NA,,,K-5,4,Suburb,Holmen,Public school,No,NA,No,Public - All Students
2021-22,2562,100,Holmen,Viking Elementary,80.8,Exceeds Expectations,K4,5,Elementary School,399,3902,0.005,0.078,0.005,0.01,0,0.875,0.028,0.083,0.263,0.043,NA,0.088,71.9,74.3,69.5,79.3,92.6,66,80.1,32.6,76.5,97.8,NA,97.5,93.6,99.8,NA,98.5,71.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,White,0.995,White,0.995,0.308,0.192,0.25,0.25,0.512,0.404,0.479,0.468,0.442,0.371,0.325,0.424,0.558,0.386,0.558,0.451,NA,,,K-5,4,Suburb,Holmen,Public school,No,NA,No,Public - All Students
2021-22,NA,960,Holy Cross Lutheran School,Holy Cross Lutheran School,62.3,Meets Expectations,KG,8,Elementary School,45,NA,0,0.044,0.111,0.178,0,0.578,0.089,0,0.044,0,0.269,0,54.5,52.2,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,90.9,NA,96,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.958,0.958,NA,NA,NA,NA,0.8,NA,NA,0.2,NA,0.405,NA,0.428,0.292,0.379,0.291,0.377,0.304,0.374,0.391,0.393,NA,,,K-8,2,NA,Madison,Private school,No,NA,No,Private - Choice Students
2021-22,NA,920,Holy Cross School-GRACE,Holy Cross School-GRACE,NA,NR-DATA,K4,8,Elementary School,15,NA,0,0,0,0.2,0,0.8,0,*,*,*,0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,7,NA,Green Bay,Private school,No,NA,No,Private - Choice Students
2021-22,NA,6280,Holy Family School,Holy Family School,NA,NR-DATA,K4,8,Elementary School,13,NA,0,0,0,0.231,0,0.769,0,*,*,*,0.224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,0.428,NA,0.379,NA,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,7,NA,Brillion,Private school,No,NA,No,Private - Choice Students
2021-22,NA,1055,Holy Family School-GRACE,Holy Family School-GRACE,NA,NR-DATA,K4,8,Elementary School,66,NA,0.015,0.015,0,0.591,0,0.333,0.045,0.03,0.848,0.258,0.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.405,1,0.428,0,0.379,0.333,0.377,NA,0.374,NA,0.393,NA,,Insufficient data to produce a score,K-8,7,NA,Green Bay,Private school,No,NA,No,Private - Choice Students
2021-22,NA,1060,Holy Ghost Grade School,Holy Ghost Grade School,NA,NR-DATA,3,5,Elementary School,32,NA,0,0.031,0,0.188,0,0.688,0.094,0,0.531,0,0.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.563,0.438,White,0.591,White,0.455,NA,NA,NA,NA,0.589,0.404,0.588,0.468,0.125,0.371,0.375,0.424,0.222,0.386,0.214,0.451,NA,,Insufficient data to produce a score,K-5,10,NA,Chippewa Falls,Private school,No,NA,No,Private - Choice Students
2021-22,2570,100,Holy Hill Area,Friess Lake Elementary,78.9,Exceeds Expectations,K4,4,Elementary School,308,507,0,0.039,0.01,0.01,0,0.916,0.026,0.123,0.172,0,NA,0.091,76.5,74.9,78.1,70.8,62.2,79.3,NA,NA,NA,NA,NA,NA,90.5,96.8,NA,96.2,66.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.553,0.197,NA,0.25,0.586,0.404,0.568,0.468,0.5,0.371,0.533,0.424,0.478,0.386,0.566,0.451,NA,,,K-5,6,Rural,Hubertus,Public school,No,NA,No,Public - All Students
